Title,Platforms,Date,Developers
The Adventures of Tintin: The Secret of the Unicorn,Wii,"October 21, 2011","Ubisoft Montpellier, Ubisoft Bucharest"
The Adventures of Tintin: The Secret of the Unicorn,Xbox 360,"October 21, 2011","Ubisoft Montpellier, Ubisoft Bucharest"
Imagine: Babyz,Nintendo 3DS,"October 23, 2011",Visual Impact
Just Dance Kids 2,Wii,"October 25, 2011",Land Ho!
Zoo Mania 3D,Nintendo 3DS,"October 25, 2011","AQ Interactive, Marvelous Entertainment"
James Noir's Hollywood Crimes,Nintendo 3DS,"November 1, 2011",Ubisoft Montreal
MotionSports Adrenaline,Kinect,"November 1, 2011",Ubisoft Vancouver
MotionSports Adrenaline,PlayStation 3,"November 1, 2011",Ubisoft Vancouver
NCIS,Microsoft Windows,"November 1, 2011",Ubisoft Shanghai
NCIS,PlayStation 3,"November 1, 2011",Ubisoft Shanghai
NCIS,Wii,"November 1, 2011",Ubisoft Shanghai
NCIS,Xbox 360,"November 1, 2011",Ubisoft Shanghai
Raving Rabbids: Alive & Kicking,Kinect,"November 4, 2011",Ubisoft Casablanca
Michael Jackson: The Experience 3D,Nintendo 3DS,"November 8, 2011",Ubisoft Shanghai
Puppies 3D,Nintendo 3DS,"November 8, 2011",MTO
The Black Eyed Peas Experience,Wii,"November 8, 2011",Ubisoft Quebec
Self-Defense Training Camp,Kinect,"November 8, 2011",Ama Studios
Your Shape: Fitness Evolved 2012,Kinect,"November 10, 2011",Ubisoft Montreal
ABBA: You Can Dance,Wii,"November 15, 2011","Ubisoft Paris, Ubisoft Bucharest, Ubisoft Pune"
Assassin's Creed: Revelations,PlayStation 3,"November 15, 2011","Ubisoft Montreal, Massive Entertainment, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Quebec, Ubisoft Singapore"
Assassin's Creed: Revelations,Xbox 360,"November 15, 2011","Ubisoft Montreal, Massive Entertainment, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Quebec, Ubisoft Singapore"
Imagine: Fashion Designer,Nintendo 3DS,"November 15, 2011",Virtual Toys
Rayman Origins,PlayStation 3,"November 15, 2011","Ubisoft Montpellier, Ubisoft Paris, Ubisoft Casablanca"
Rayman Origins,Wii,"November 15, 2011","Ubisoft Montpellier, Ubisoft Paris, Ubisoft Casablanca"
Rayman Origins,Xbox 360,"November 15, 2011","Ubisoft Montpellier, Ubisoft Paris, Ubisoft Casablanca"
The Price is Right: Decades,Xbox 360,"November 15, 2011",Virtuos
Anno 2070,Microsoft Windows,"November 17, 2011","Related Designs, Blue Byte"
Assassin's Creed: Revelations,Microsoft Windows,"November 29, 2011","Ubisoft Kyiv, Ubisoft Bucharest"
Just Dance 3,PlayStation 3,"December 6, 2011",Ubisoft Paris
Puzzler World 2012,Nintendo DS,"December 16, 2011",Team 3 Games
Prince of Persia Classic,iOS,"December 19, 2011",Ubisoft Pune
Tom Clancy's Splinter Cell HD,PlayStation 3,"December 27, 2011","Ubisoft Shanghai, Ubisoft Annecy"
Tom Clancy's Splinter Cell: Chaos Theory HD,PlayStation 3,"December 27, 2011","Ubisoft Shanghai, Ubisoft Annecy"
Tom Clancy's Splinter Cell: Pandora Tomorrow HD,PlayStation 3,"December 27, 2011","Ubisoft Shanghai, Ubisoft Annecy"
Asphalt: Injection,PlayStation Vita,"February 14, 2012",Gameloft Bucharest
Dungeon Hunter: Alliance,PlayStation Vita,"February 14, 2012",Gameloft Montreal
Lumines: Electronic Symphony,PlayStation Vita,"February 14, 2012",Q Entertainment
Rayman Origins,PlayStation Vita,"February 14, 2012","Ubisoft Montpellier, Ubisoft Paris, Ubisoft Casablanca"
Tom Clancy's Splinter Cell: Conviction,Mac OS,"February 29, 2012",Ubisoft Montreal
I Am Alive,Xbox Live Arcade,"March 7, 2012",Ubisoft Shanghai
Assassin's Creed: Recollection,iOS,"March 8, 2012",Ubisoft Montreal
Shoot Many Robots,PlayStation Network,"March 13, 2012",Demiurge Studios
Shoot Many Robots,Xbox Live Arcade,"March 13, 2012",Demiurge Studios
MotoHeroz,iOS,"March 14, 2012","RedLynx, Ubisoft Pune"
Rayman 3 HD,PlayStation Network,"March 21, 2012",Ubisoft Shanghai
Rayman 3 HD,Xbox Live Arcade,"March 21, 2012",Ubisoft Shanghai
Funky Barn 3D,Nintendo 3DS,"March 27, 2012",Tantalus Media
Horses 3D,Nintendo 3DS,"March 27, 2012",Neko Entertainment
Rayman Origins,Microsoft Windows,"March 29, 2012",Ubisoft Kyiv
I Am Alive,PlayStation Network,"April 3, 2012",Ubisoft Shanghai
Shoot Many Robots,Microsoft Windows,"April 6, 2012",Demiurge Studios
Trials Evolution,Xbox Live Arcade,"April 18, 2012",RedLynx
Tom Clancy's Ghost Recon: Future Soldier,PlayStation 3,"May 22, 2012","Ubisoft Paris, Red Storm Entertainment, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Singapore"
Tom Clancy's Ghost Recon: Future Soldier,Xbox 360,"May 22, 2012","Ubisoft Paris, Red Storm Entertainment, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Singapore"
Mad Riders,Microsoft Windows,"May 30, 2012",Techland
Mad Riders,PlayStation Network,"May 30, 2012",Techland
Mad Riders,Xbox Live Arcade,"May 30, 2012",Techland
Babel Rising,PlayStation Network,"June 11, 2012",Mando Productions
Babel Rising 3D,Android,"June 13, 2012",Mando Productions
Babel Rising 3D,iOS,"June 13, 2012",Mando Productions
Babel Rising,Xbox Live Arcade,"June 13, 2012",Mando Productions
James Noir's Hollywood Crimes,iOS,"June 20, 2012",Ubisoft Montreal
Just Dance: Best Of,Wii,"June 26, 2012",Ubisoft Paris
Tom Clancy's Ghost Recon: Future Soldier,Microsoft Windows,"June 26, 2012",Ubisoft Kyiv
The Expendables 2: Videogame,PlayStation Network,"July 24, 2012",ZootFly
Babel Rising,Mac OS,"August 7, 2012",Mando Productions
Babel Rising,Microsoft Windows,"August 7, 2012",Mando Productions
The Expendables 2: Videogame,Xbox Live Arcade,"August 17, 2012",ZootFly
The Expendables 2: Videogame,Microsoft Windows,"August 20, 2012",ZootFly
I Am Alive,Microsoft Windows,"September 6, 2012",Ubisoft Shanghai
Might & Magic: Duel of Champions,Microsoft Windows,"September 13, 2012",Ubisoft Quebec
Prince of Persia Classic,Android,"September 13, 2012",Ubisoft Pune
NCIS 3D,Nintendo 3DS,"September 18, 2012",Ubisoft Osaka
Rayman Jungle Run,iOS,"September 18, 2012",DotEmu
Puzzler World 2012,Nintendo 3DS,"September 25, 2012",Team 3 Games
Rayman Jungle Run,Android,"September 28, 2012",DotEmu
Babel Rising 3D,Windows Phone,"October 1, 2012",Mando Productions
Just Dance 4,PlayStation 3,"October 9, 2012","Ubisoft Milan, Ubisoft Bucharest, Ubisoft Paris, Ubisoft Pune, Ubisoft Reflections"
Just Dance 4,Wii,"October 9, 2012","Ubisoft Milan, Ubisoft Bucharest, Ubisoft Paris, Ubisoft Pune, Ubisoft Reflections"
Just Dance 4,Xbox 360,"October 9, 2012","Ubisoft Milan, Ubisoft Bucharest, Ubisoft Paris, Ubisoft Pune, Ubisoft Reflections"
Monster 4x4 3D,Nintendo 3DS,"October 9, 2012",Ubisoft Pune
Rocksmith,Microsoft Windows,"October 16, 2012","Ubisoft San Francisco, Ubisoft Shanghai"
Rocksmith,PlayStation 3,"October 16, 2012","Ubisoft San Francisco, Ubisoft Shanghai"
Rocksmith,Xbox 360,"October 16, 2012","Ubisoft San Francisco, Ubisoft Shanghai"
Just Dance: Disney Party,Wii,"October 23, 2012",Land Ho
Imagine: Fashion Life,Nintendo 3DS,"October 23, 2012",Ubisoft Sofia
Assassin's Creed III,PlayStation 3,"October 30, 2012","Ubisoft Montreal, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Quebec, Ubisoft Shanghai, Ubisoft Singapore"
Assassin's Creed III,Xbox 360,"October 30, 2012","Ubisoft Montreal, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Quebec, Ubisoft Shanghai, Ubisoft Singapore"
Assassin's Creed III: Liberation,PlayStation Vita,"October 30, 2012",Ubisoft Sofia
The Avengers: Battle for Earth,Kinect,"October 30, 2012",Ubisoft Quebec
Nutty Fluffies Rollercoaster,iOS,"October 31, 2012",RedLynx
Poptropica Adventures,Nintendo DS,"November 6, 2012",Other Ocean Interactive
Rayman Origins,Nintendo 3DS,"November 6, 2012","Ubisoft Montpellier, Ubisoft Paris, Ubisoft Casablanca"
The Black Eyed Peas Experience,Kinect,"November 8, 2012",Inis Corporation
Assassin's Creed III,Wii U,"November 13, 2012","Ubisoft Montreal, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Quebec, Ubisoft Shanghai, Ubisoft Singapore"
Rabbids Rumble,Nintendo 3DS,"November 13, 2012",Headstrong Games
The Hip Hop Dance Experience,Wii,"November 13, 2012",Inis Corporation
ESPN Sports Connection,Wii U,"November 18, 2012",Longtail Studios
Just Dance 4,Wii U,"November 18, 2012","Ubisoft Milan, Ubisoft Bucharest, Ubisoft Paris, Ubisoft Pune, Ubisoft Reflections"
Rabbids Land,Wii U,"November 18, 2012",Ubisoft Paris
Your Shape: Fitness Evolved 2013,Wii U,"November 18, 2012",Blue Byte
ZombiU,Wii U,"November 18, 2012","Ubisoft Montpellier, Ubisoft Bucharest"
Assassin's Creed III,Microsoft Windows,"November 20, 2012","Ubisoft Kyiv, Ubisoft Bucharest"
Far Cry 3,Microsoft Windows,"December 4, 2012","Ubisoft Montreal, Massive Entertainment, Red Storm Entertainment, Ubisoft Shanghai"
Far Cry 3,PlayStation 3,"December 4, 2012","Ubisoft Montreal, Massive Entertainment, Red Storm Entertainment, Ubisoft Shanghai"
Far Cry 3,Xbox 360,"December 4, 2012","Ubisoft Montreal, Massive Entertainment, Red Storm Entertainment, Ubisoft Shanghai"
The Avengers: Battle for Earth,Wii U,"December 4, 2012",Ubisoft Quebec
Might & Magic: Duel of Champions,iOS,"December 20, 2012",Ubisoft Quebec
Racquet Sports,PlayStation Move,"January 22, 2013",Asobo Studio
Nutty Fluffies Rollercoaster,Android,"February 26, 2013",Ubisoft Pune
TrackMania 2: Stadium,Microsoft Windows,"February 27, 2013",Nadeo
Trials Evolution: Gold Edition,Microsoft Windows,"March 21, 2013",Ubisoft Shanghai
ShootMania Storm,Microsoft Windows,"April 10, 2013",Nadeo
Far Cry 3: Blood Dragon,Microsoft Windows,"May 1, 2013","Ubisoft Montreal, Ubisoft Shanghai"
Far Cry 3: Blood Dragon,PlayStation Network,"May 1, 2013","Ubisoft Montreal, Ubisoft Shanghai"
Far Cry 3: Blood Dragon,Xbox Live Arcade,"May 1, 2013","Ubisoft Montreal, Ubisoft Shanghai"
The Hip Hop Dance Experience,Kinect,"May 14, 2013",Inis Corporation
Call of Juarez: Gunslinger,Microsoft Windows,"May 21, 2013",Techland
Call of Juarez: Gunslinger,PlayStation 3,"May 21, 2013",Techland
Call of Juarez: Gunslinger,Xbox 360,"May 21, 2013",Techland
Rayman Jungle Run,Windows Phone,"May 29, 2013",DotEmu
Splinter Cell: Blacklist - Spider-Bot,iOS,"June 10, 2013",Soap Mobile Games Studio
The Smurfs 2,PlayStation 3,"June 23, 2013",WayForward
The Smurfs 2,Wii U,"June 23, 2013",WayForward
The Smurfs 2,Xbox 360,"June 23, 2013",WayForward
Might & Magic: Clash of Heroes,Android,"June 24, 2013",Capybara Games
Might & Magic: Clash of Heroes,iOS,"June 24, 2013",Tag Games
Spartacus Legends,PlayStation Network,"June 25, 2013",Kung Fu Factory
Spartacus Legends,Xbox Live Arcade,"June 25, 2013",Kung Fu Factory
The Smurfs & Co: Spellbound,Facebook,"July 3, 2013",Ubisoft Chengdu
TrackMania 2: Valley,Microsoft Windows,"July 4, 2013",Nadeo
The Smurfs 2,Nintendo DS,"July 23, 2013",Ubisoft Osaka
The Smurfs 2,Wii,"July 23, 2013",WayForward
Prince of Persia: The Shadow and the Flame,Android,"July 24, 2013",Ubisoft Pune
Prince of Persia: The Shadow and the Flame,iOS,"July 24, 2013",Ubisoft Pune
Cloudberry Kingdom,Microsoft Windows,"August 2, 2013",Pwnee Studios
Cloudberry Kingdom,PlayStation Network,"August 2, 2013",Pwnee Studios
Cloudberry Kingdom,Wii U,"August 2, 2013",Pwnee Studios
Cloudberry Kingdom,Xbox Live Arcade,"August 2, 2013",Pwnee Studios
Splinter Cell: Blacklist - Spider-Bot,Android,"August 20, 2013",Soap Mobile Games Studio
Tom Clancy's Splinter Cell: Blacklist,Microsoft Windows,"August 20, 2013","Ubisoft Toronto, Red Storm Entertainment, Ubisoft Montreal, Ubisoft Shanghai"
Tom Clancy's Splinter Cell: Blacklist,PlayStation 3,"August 20, 2013","Ubisoft Toronto, Red Storm Entertainment, Ubisoft Montreal, Ubisoft Shanghai"
Tom Clancy's Splinter Cell: Blacklist,Wii U,"August 20, 2013","Ubisoft Toronto, Red Storm Entertainment, Ubisoft Montreal, Ubisoft Shanghai"
Tom Clancy's Splinter Cell: Blacklist,Xbox 360,"August 20, 2013","Ubisoft Toronto, Red Storm Entertainment, Ubisoft Montreal, Ubisoft Shanghai"
Rayman Legends,Microsoft Windows,"September 3, 2013","Ubisoft Montpellier, Ubisoft Casablanca"
Rayman Legends,PlayStation 3,"September 3, 2013","Ubisoft Montpellier, Ubisoft Casablanca"
Rayman Legends,PlayStation Vita,"September 3, 2013","Ubisoft Montpellier, Ubisoft Casablanca"
Rayman Legends,Wii U,"September 3, 2013","Ubisoft Montpellier, Ubisoft Casablanca"
Rayman Legends,Xbox 360,"September 3, 2013","Ubisoft Montpellier, Ubisoft Casablanca"
Panzer General Online,Microsoft Windows,"September 13, 2013","Funatics, Blue Byte"
Anno Online,Microsoft Windows,"September 26, 2013",Blue Byte
Flashback,Microsoft Windows,"October 1, 2013","VectorCell, Ubisoft Chengdu"
Flashback,PlayStation Network,"October 1, 2013","VectorCell, Ubisoft Chengdu"
Flashback,Xbox Live Arcade,"October 1, 2013","VectorCell, Ubisoft Chengdu"
Just Dance 2014,PlayStation 3,"October 8, 2013","Ubisoft Paris, Ubisoft Bucharest, Ubisoft Milan, Ubisoft Montpellier, Ubisoft Pune, Ubisoft Reflections"
Just Dance 2014,Wii,"October 8, 2013","Ubisoft Paris, Ubisoft Bucharest, Ubisoft Milan, Ubisoft Montpellier, Ubisoft Pune, Ubisoft Reflections"
Just Dance 2014,Wii U,"October 8, 2013","Ubisoft Paris, Ubisoft Bucharest, Ubisoft Milan, Ubisoft Montpellier, Ubisoft Pune, Ubisoft Reflections"
Just Dance 2014,Xbox 360,"October 8, 2013","Ubisoft Paris, Ubisoft Bucharest, Ubisoft Milan, Ubisoft Montpellier, Ubisoft Pune, Ubisoft Reflections"
Rabbids Big Bang,Android,"October 17, 2013","Ubisoft Paris, RedLynx, Traplight, Ubisoft Pune"
Rabbids Big Bang,iOS,"October 17, 2013","Ubisoft Paris, RedLynx, Traplight, Ubisoft Pune"
Just Dance Kids 2014,Wii,"October 22, 2013","Ubisoft Osaka, Heavenspot"
Just Dance Kids 2014,Wii U,"October 22, 2013","Ubisoft Osaka, Heavenspot"
Just Dance Kids 2014,Xbox 360,"October 22, 2013","Ubisoft Osaka, Heavenspot"
